RCP_009,"Cooking Timer",app/src/main/java/com/movefuel/mufil2/ui/screens/rcp/RCP_009_CookingTimer.kt,RCP009CookingTimerScreen
RCP_010,"Serving Adjust",app/src/main/java/com/movefuel/mufil2/ui/screens/rcp/RCP_010_ServingAdjust.kt,RCP010ServingAdjustScreen
RCP_011,"Ingredient Substitution",app/src/main/java/com/movefuel/mufil2/ui/screens/rcp/RCP_011_IngredientSubstitution.kt,RCP011IngredientSubstitutionScreen
RCP_012,"Add Recipe to Plan",app/src/main/java/com/movefuel/mufil2/ui/screens/rcp/RCP_012_AddRecipeToPlan.kt,RCP012AddRecipeToPlanScreen
RCP_013,"Add Recipe to Shop",app/src/main/java/com/movefuel/mufil2/ui/screens/rcp/RCP_013_AddRecipeToShop.kt,RCP013AddRecipeToShopScreen
RCP_014,"Log Recipe as Meal",app/src/main/java/com/movefuel/mufil2/ui/screens/rcp/RCP_014_LogRecipeAsMeal.kt,RCP014LogRecipeAsMealScreen
RCP_015,"Create Recipe",app/src/main/java/com/movefuel/mufil2/ui/screens/rcp/RCP_015_CreateRecipe.kt,RCP015CreateRecipeScreen
RCP_016,"Create Recipe Metadata",app/src/main/java/com/movefuel/mufil2/ui/screens/rcp/RCP_016_CreateRecipeMetadata.kt,RCP016CreateRecipeMetadataScreen
RCP_017,"Create Recipe Ingredients",app/src/main/java/com/movefuel/mufil2/ui/screens/rcp/RCP_017_CreateRecipeIngredients.kt,RCP017CreateRecipeIngredientsScreen
RCP_018,"Create Recipe Steps",app/src/main/java/com/movefuel/mufil2/ui/screens/rcp/RCP_018_CreateRecipeSteps.kt,RCP018CreateRecipeStepsScreen
RCP_019,"Create Recipe Review",app/src/main/java/com/movefuel/mufil2/ui/screens/rcp/RCP_019_CreateRecipeReview.kt,RCP019CreateRecipeReviewScreen
RCP_020,"Import Source Choice",app/src/main/java/com/movefuel/mufil2/ui/screens/rcp/RCP_020_ImportSourceChoice.kt,RCP020ImportSourceChoiceScreen
RCP_021,"YouTube Import",app/src/main/java/com/movefuel/mufil2/ui/screens/rcp/RCP_021_YouTubeImport.kt,RCP021YouTubeImportScreen
RCP_022,"Web Import",app/src/main/java/com/movefuel/mufil2/ui/screens/rcp/RCP_022_WebImport.kt,RCP022WebImportScreen
RCP_023,"Text Import",app/src/main/java/com/movefuel/mufil2/ui/screens/rcp/RCP_023_TextImport.kt,RCP023TextImportScreen
RCP_024,"Validate Import Source",app/src/main/java/com/movefuel/mufil2/ui/screens/rcp/RCP_024_ValidateImportSource.kt,RCP024ValidateImportSourceScreen
RCP_025,"Import Queued",app/src/main/java/com/movefuel/mufil2/ui/screens/rcp/RCP_025_ImportQueued.kt,RCP025ImportQueuedScreen
RCP_026,"Reading Source",app/src/main/java/com/movefuel/mufil2/ui/screens/rcp/RCP_026_ReadingSource.kt,RCP026ReadingSourceScreen
RCP_027,"Extracting Recipe Evidence",app/src/main/java/com/movefuel/mufil2/ui/screens/rcp/RCP_027_ExtractingRecipeEvidence.kt,RCP027ExtractingRecipeEvidenceScreen
RCP_028,"Normalizing Ingredients",app/src/main/java/com/movefuel/mufil2/ui/screens/rcp/RCP_028_NormalizingIngredients.kt,RCP028NormalizingIngredientsScreen
RCP_029,"Matching Trusted Foods",app/src/main/java/com/movefuel/mufil2/ui/screens/rcp/RCP_029_MatchingTrustedFoods.kt,RCP029MatchingTrustedFoodsScreen
RCP_030,"Checking Nutrition Eligibility",app/src/main/java/com/movefuel/mufil2/ui/screens/rcp/RCP_030_CheckingNutritionEligibility.kt,RCP030CheckingNutritionEligibilityScreen
RCP_031,"Import Needs Review",app/src/main/java/com/movefuel/mufil2/ui/screens/rcp/RCP_031_ImportNeedsReview.kt,RCP031ImportNeedsReviewScreen
RCP_032,"Unresolved Ingredient",app/src/main/java/com/movefuel/mufil2/ui/screens/rcp/RCP_032_UnresolvedIngredient.kt,RCP032UnresolvedIngredientScreen
RCP_033,"Missing Quantity",app/src/main/java/com/movefuel/mufil2/ui/screens/rcp/RCP_033_MissingQuantity.kt,RCP033MissingQuantityScreen
RCP_034,"Missing Servings",app/src/main/java/com/movefuel/mufil2/ui/screens/rcp/RCP_034_MissingServings.kt,RCP034MissingServingsScreen
RCP_035,"Recipe Import Confirmation",app/src/main/java/com/movefuel/mufil2/ui/screens/rcp/RCP_035_RecipeImportConfirmation.kt,RCP035RecipeImportConfirmationScreen
RCP_036,"Recipe Import Failure",app/src/main/java/com/movefuel/mufil2/ui/screens/rcp/RCP_036_RecipeImportFailure.kt,RCP036RecipeImportFailureScreen
TRS_001,"Train Setup Welcome",app/src/main/java/com/movefuel/mufil2/ui/screens/trs/TRS_001_TrainSetupWelcome.kt,TRS001TrainSetupWelcomeScreen
TRS_002,"Training Experience",app/src/main/java/com/movefuel/mufil2/ui/screens/trs/TRS_002_TrainingExperience.kt,TRS002TrainingExperienceScreen
TRS_003,"Activity Experience",app/src/main/java/com/movefuel/mufil2/ui/screens/trs/TRS_003_ActivityExperience.kt,TRS003ActivityExperienceScreen
TRS_004,"Training Goal",app/src/main/java/com/movefuel/mufil2/ui/screens/trs/TRS_004_TrainingGoal.kt,TRS004TrainingGoalScreen
TRS_005,"Preferred Activities",app/src/main/java/com/movefuel/mufil2/ui/screens/trs/TRS_005_PreferredActivities.kt,TRS005PreferredActivitiesScreen
TRS_006,"Environment",app/src/main/java/com/movefuel/mufil2/ui/screens/trs/TRS_006_Environment.kt,TRS006EnvironmentScreen
